,title,price,size,avg_rating,taste,score,description,brand,country,state,spirit_type,spirit_style,reviews
1108,Macallan Edition No. 2,119.99,750ml,4.7, ,-1," Highland, Scotland- Limited edition expression aged in American and European oak casks. Golden syrup in color with aromas of ginger, toffee apples, vanilla, and subtle green wood. Tastes of cracked black pepper, cloves, chocolate, nuts, and liquorice with a medium to lingering finish. ",Macallan,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Amazing!!!!!   ', 'review_cont': ' This is THE best scotch I have had.  I love this scotch.  I do not care that it is a “No Age Statement”.  It is unbelievably smooth for 48%.  I definitely pick up orange and vanilla on the nose.  On the palate I get chocolate and brown sugar.  The mouth feel is so creamy.  It’s almost like syrup.  This scotch is fantastic. ', 'review_scor': '5'}}"
1109,Macallan Edition No. 3,99.99,750ml,5.0, ,-1," Speyside, Scotland- Following Edition #1 and #2, Edition #3 is drawn from a combination of European and American oak casks. It balances a heavier base derived from the Tevasa cooperage sherry casks with the citrus notes of the Hudosa cooperage sherry casks. ",Macallan,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Fantastic dram   ', 'review_cont': ' Wow!  Edition No. 3 is fantastic!  I love the Edition Series.  No. 2 was my favorite dram and this is right up there with it.  The nose on this is intoxicating.  Strong vanilla and florals followed by the Macallan citrus and then chocolate.  The palate hits you with citrus and vanilla followed with cinnamon and ginger.  But I also get chocolate.  And it stays with you for a while.  What a great finish this dram has.  Like Edition No. 2, Edition No. 3 is rich and creamy.  This scotch has an amazing mouthfeel.  Edition No. 3 did not disappoint with the high expectations set by Edition No. 2.  I cannot wait for Edition No. 4! ', 'review_scor': '5'}}"
1110,Macallan Edition No. 4,119.99,750ml,5.0, ,-1," Scotland- The fourth release in the limited edition bottles. Aged in several different casks this whiskey has aromas of honey, cherries, and toffee. Flavors of vanilla, butterscotch, and orange with a long finish. ",Macallan,Scotland,NA,Scotch,Single Malt,"{'review_1': {'review_desc': '    Tastes Great but not as good as Edition No. 1   ', 'review_cont': "" If you've tried any of Macallan's four Edition scotches, I liked this No. 4 better than No. 2 & 3 but I still like No. 1 the best.  That said, if you like any other Macallan's you'll like this one too. "", 'review_scor': '5'}}"
1111,Macallan Fine and Rare 1937,38499.99,750ml,-1, Intense . Apple . Cinnamon . Smoke . Mild ,-1," Highlands, Scotland - This liquid packs a serious punch, as notes of apples, cinnamon, orange blossom and Marcona almonds lead to a complex palate of smoky overtones, spiced oak and high-toned citrus. A soft, lingering finish with an uppercut of peat will bring you to Scotch nirvana. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1112,Macallan Fine and Rare 1938,37999.99,750ml,-1, Intense . Smoke . Leather . Toast . Balanced ,-1," Highlands, Scotland - Gold/ amber color. Incredible smokiness and a full tanker of acacia honey as well leather polish. On the palate, amazingly lively, nervous, fruity, apricot jam, ripe plums, chestnut honey, and toasted brioche. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1113,Macallan Fine and Rare 1939,43999.99,750ml,-1, Rich . Peat . Apple . Complex ,-1," Scotland- This vintage whisky was first bottled in 1979 as a 40 year old, before being re-bottled in 2002 to fit in with the new range. This 1939 was aged in second fill sherry oak at 43% abv. This is the third rarest vintage of the Fine and Rare collection after the 1926 and 1937. ",Macallan,Scotland,Speyside,Scotch,Single Malt,No Reviews
1114,Macallan Fine and Rare 1940,36499.99,750ml,-1, Rich . Fruit . Coffee . Complex ,-1," Highlands, Scotland - Dark gold color. To the nose, tropical fruits, ganache, and coffee. On the palate, rich, with a perfect and ample body, sweet, long, lots of character, on mangos, litchis, kiwis. The finish is long, ultra-fresh and clean, on spiced tropical fruits ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1115,Macallan Fine and Rare 1945,37999.99,750ml,-1, ,-1, Scotland- This rare 1945 vintage bottle of scotch was aged for 56. Has a sophisticated style with flavors of fruit and smoke. The complex finish makes this a perfect bottle of scotch. ,Macallan,Scotland,Highland,Scotch,Single Malt,No Reviews
1116,Macallan Fine and Rare 1946,39999.99,750ml,-1, Rich . Smoke . Fruit . Long ,-1," Scotland- Very rare and unusual in that it was made with peated malt due to the high post-war prices of coal. Aromas of pear, lemons, smoke wisps, and nectarines. Every sip reveals greater depth and complexity, becoming more sophisticated. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1117,Macallan Fine and Rare 1947,32999.99,750ml,-1, Rich . Peat . Tropical Fruit . Complex ,-1," Highlands, Scotland - To the nose, amazing, like an old leather suitcase you open for the first time in fifty years. On the palate, peaty, so complex! Bunches of tropical fruits, dried orange, pine resin. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1118,Macallan Fine and Rare 1949 Cask,32999.99,750ml,-1, Medium . Dried Fruit . Cinnamon . Long ,-1," Scotland- Distilled not long after the Second World War, this expression was bottled at an incredible 53 years of age. Aromas of tropical fruit with some dried fruit raisins, light wood and peat. The palate features pineapple and other tropical fruits with light cinnamon and peat. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1119,Macallan Fine and Rare 1950,31499.99,750ml,-1, Intense . Fruit . Peat . Spice . Complex ,-1," Highlands, Scotland - A stunning masterpiece of scented old hardwoods, dark fruits, elegant spice, menthol, tropical fruits, ancient peat and earthy complexity. One of the lesser know great Macallans and now very hard to find. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1120,Macallan Fine and Rare 1952,29499.99,750ml,-1, Medium . Herbal . Chocolate . Long ,-1," Highlands, Scotland - Amber color. To the nose, grassy, with a little menthol, fern, moss, chocolate, and bitter chocolate. On the palate, very smoky, herbal. Massive cough syrup and chartreuse, triple-sec, a tiny drop of cologne and a spoonful marmalade. The finish is extremely long. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1121,Macallan Fine and Rare 1954,28499.99,750ml,-1, Rich . Fruit . Sherry . Coffee . Balanced ,-1," Highland, Scotland- Aromas of dark, dried fruits with robust resins, cloves, ginger, and wood. On the palate, classic first fill sherry cask with dried fruit, clove-like spices, and treacle toffee. Finishes as a classic expression of first fill Spanish oak sherry cask. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1122,Macallan Fine and Rare 1960,28999.99,750ml,-1, ,-1,NA,Macallan,Scotland,Speyside,Scotch,Single Malt,No Reviews
1123,Macallan Fine and Rare 1967,19499.99,750ml,-1, Rich . Spice . Wood . Fruit . Long ,-1," Scotland- The natural rich mahogany wood color of this whisky, massively fruity in character, indicates maturation in a rich, Spanish oak, first fill sherry cask. The taste is of orange zest, with some spice and wood, while the finish is long, fruity and floral with late burst of wood. ",Macallan,Scotland,Highland,Scotch,Single Malt,No Reviews
1124,Macallan Fine and Rare 1968,18999.99,750ml,-1, ,-1,NA,Macallan,Scotland,Highland,Scotch,Single Malt,No Reviews
1125,Macallan Fine and Rare 1969,19999.99,750ml,-1, Rich . Wood . Clove . Fruit . Balanced ,-1," Speyside, Scotland- The Macallan Fine & Rare 1969 has aromas of wood, nuts, and spices with a late dried fruit aroma. Big, rounded, and woody on the palate. Huge wood finish with a balance of fruits and clove spice. This incredibly aged single malt is bottled at natural cask strength. ",Macallan,Scotland,Speyside,Scotch,Single Malt,No Reviews
1126,Macallan Fine and Rare 1971,18999.99,750ml,-1, Rich . Raisin . Clove . Spice . Complex ,-1," Speyside, Scotland- A single cask 30 year old Macallan from the 1971 vintage, released as part of the famous Fine & Rare series at full strength after 30 years of aging in cask #7556. ",Macallan,Scotland,Speyside,Scotch,Single Malt,No Reviews
1127,Macallan Fine and Rare 1976,17999.99,750ml,-1, Rich . Toffee . Apple . Vanilla . Balanced ,-1," Scotland- Aromas of toffee apple, dates, and vanilla overlay cinnamon, ginger, and nutmeg spices with a background of wood smoke and polished oak. Wood spices and prominent smoke on the palate touched with peaches and dates. Finishes slightly dry with fruit, spice, and oak. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1128,Macallan Fine and Rare 1985,13999.99,750ml,-1, Rich . Peat . Malt . Balanced ,-1," Scotland- Amber gold in colour with a rich full-bodied nose tinged with a hint of peat. The flavor is very smooth, creamy, and warm. The finish endorses the excellence of this fine malt. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1129,Macallan Fine and Rare 1988,13899.99,750ml,-1, Delicate . Wood . Malt . Citrus . Balanced ,-1," Scotland- This barley-yellow colored whisky has a vibrant citrus fruit aroma with bananas and green apples in the background. The palate is sweet with rich wood, malt, and citrus fruits. Finishes dry and oaky. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1130,Macallan Fine and Rare 1989,13499.99,750ml,-1, Rich . Wood . Dried Fruit . Balanced ,-1," Scotland- Everything you love about Macallan and so much more. Deeper, bigger, and richer. With lots of soft wood flavor and dried fruit featured throughout the entire experience. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1131,Macallan Fine and Rare 1990,11899.99,750ml,-1, Rich . Chocolate . Dried Fruit . Long ,-1," A representative of the distillery's unmistakable full-bodied character. Waves of spice and a massive mouthfeel. Deep, bitter chocolate sweetness and dried fruit with a lengthy finish. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1132,Macallan Fine and Rare 1991,11999.99,750ml,-1, Rich . Sweet . Sherry . Balanced ,-1, Scotland- Macallan has extended its limited edition Fine and Rare collection with the launch of 1991 vintage. The 1991 Fine and Rare vintage features liquid from an American Oak Sherry seasoned cask. ,Macallan,Scotland,Highland,Scotch,Single Malt,No Reviews
1133,Macallan Fine Oak 10 Yr,45.99,750ml,3.3, Rich . Vanilla . Honey . Oak . Balanced ,-1," Wine Enthusiast -Highlands, Scotland- ""Supple, buttery, and piney aromas; more time allows a pleasant fruitiness to appear along with traces of vanilla and cedar. Palate entry is honey sweet and silky; by midpalate the backbone flavors are clearly the sweet grain and vanilla bean."" ",Macallan,Scotland,NA,Scotch,Single Malt,"{'review_1': {'review_desc': '    Too expensive in Florida   ', 'review_cont': "" It was my go to scotch in NJ but it's too expensive here in Florida (costs 45% more here than in NJ). Mind as well save up and buy the 15 year fine oak. Other than that, this is or should I say was a serviceable dram for daily consumption. "", 'review_scor': '3'}}"
1134,Macallan Fine Oak 15 Yr Triple Csk,109.99,750ml,4.7, Rich . Wood . Balanced ,92," Highlands, Scotland- Matured at the Macallan distillery for a minimum of 15 years in a unique blend of European and American sherry and bourbon seasoned oak casks. This triple cask combination delivers an extraordinarily smooth, delicate yet complex Single Malt. ",Macallan,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    The best   ', 'review_cont': ' My go to scotch for special occasions. Best at its price range. ', 'review_scor': '5'}}"
1135,Macallan Fine Oak 17 Yr,219.99,750ml,5.0, Delicate . Fruit . Oak . Smoke . Long ,94," Whisky Advocate-Highlands, Scotland- ""Another of the Fine Oak series (aged in both bourbon and sherry casks)... Lovely sweet notes are accompanied by bright fruit (multi-layered citrus) and potpourri of dried spices, along with a hint of nut and wisp of smoke. Very refined and sophisticated whisky."" ",Macallan,Scotland,NA,Scotch,Single Malt,"{'review_1': {'review_desc': '    Bought it once.   ', 'review_cont': ' Bought this bottle about 4 years ago when it was $150. The greatest single malt I have ever tasted. Should of bought 3 at the time. ', 'review_scor': '5'}}"
1136,Macallan Fine Oak 18 Yr Triple Csk,249.99,750ml,3.7, Rich . Chocolate . Cinnamon . Raisin . Balanced ,-1," Speyside, Scotland- The Macallan's legendary Fine Oak range of Scotch whiskies is aged in European & American Oak casks seasoned with sherry and American oak casks seasoned with bourbon. Matured for a minimum of 18 years. Notes of chocolate, raisin, and cinnamon. ",Macallan,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Macallan Fine Oak 18 years Triple Csk   ', 'review_cont': ' Beautiful packaging and amazing taste. LOVE IT! ENJOY!!! ', 'review_scor': '5'}}"
1137,Macallan Fine Oak 21 Yr,544.99,750ml,4.7, Rich . Dried Fruit . Spice . Long ,89," Whisky Advocate-Highlands, Scotland- ""Even drier and expressing more of the complex floral and spice notes found in the 15 year old. However, by the time the whisky reaches mid-palate, the dried fruits, dried spices, and general wood notes become prominent."" ",Macallan,Scotland,NA,Scotch,Single Malt,"{'review_1': {'review_desc': '    Smooth, Creamy, Clean,  Delicious   ', 'review_cont': ' This is an absolutely great scotch, the real question is  whether it’s worth the price. If you can afford it, then yes buy it. If the price is out of reach try Glenfarclas 25. Glenfarclas 25 is a bit more complex with a similar flavor profile. ', 'review_scor': '4'}}"
1138,Macallan Fine Oak 30 Yr,2999.99,750ml,5.0, Rich . Dried Fruit . Orange . Wood . Long ,88," Highlands, Scotland- The nose is filled with rich oak, with orange, clove, nutmeg and wood smoke. Deliciously smooth palate, with dried fruits, orange and wood smoke. Finishes long and rich, with orange and spice. ",Macallan,Scotland,Highland,Scotch,Single Malt,
1139,Macallan Gold,69.99,750ml,-1, ,-1," Speyside, Scotland- Natural color is one of The Macallan Six Pillars, which define and distinguish our single malts from others. The Macallan Gold brings a rich and unique allure to the natural color. This color is drawn from sherry seasoned oak casks carefully selected for excellence. ",Macallan,Scotland,Speyside,Scotch,Single Malt,No Reviews
1140,Macallan M Black,6999.99,750ml,-1, Rich . Peat . Oak . Vanilla . Complex ,-1, Scotland- A Lalique Crystal decanter hand crafted from the hardest of all crystal. Black is indicative of the rarity of the liquid in this bottling from The Macallan. Uncharacteristically for Macallan peated notes are present. Only 700 bottles World Wide. ,Macallan,Scotland,Speyside,Scotch,Single Malt,No Reviews
1141,Macallan Master of Photography - The Bar,2899.99,750ml,-1, Delicate . Oak . Spice . Fruit . Balanced ,-1," Highlands, Scotland- Part of the Annie Leibovitz project in which she captured images of Scottish actor Kevin McKidd. In this image McKidd is casually shot in the Red Spot Bar enjoying a glass of Macallan. Enjoy the smooth oaky flavor and spiced fruit undertones on the neat. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1142,Macallan Master of Photography - The Skyline,2899.99,750ml,-1, Medium . Citrus . Vanilla . Oak . Balanced ,-1," Highlands, Scotland- Part of the Annie Leibovitz project in which she captured images of Scottish actor Kevin McKidd. The spirit expresses playful notes of citrus, vanilla and cream soda with hints of oak that lead to a warm finish. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1143,Macallan Masters of Photography 6,3599.99,750ml Btl,-1, Rich . Oak . Spice . Balanced ,-1," Scotland- In collaboration with Steven Klein, this is Macallan's first use of casks previously used for Rioja wine, which privides flavors of sweet berries and spice with an unique pinkish color. Includes 1 of 10 limited edition Steven Klien signed prints. Only 100 available in the US. ",Macallan,Scotland,Speyside,Scotch,Single Malt,No Reviews
1144,Macallan No.6,3899.99,750ml,-1, Rich . Baked Fruit . Orange . Butterscotch . Long ,-1," Highlands, Scotland - To the nose, toasted oak, pepper and marshmallows, fruits, and Black Forest Gateaux. On the palate, nutty, almonds, calves leather, vanilla, sherried peels and ginger. The finish is mulled wine spices and malt. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1145,Macallan Rare Cask,259.99,750ml,4.4, Rich . Raisin . Orange . Balanced ,-1," Highlands, Scotland - Rare Cask is crafted using first fill sherry seasoned oak casks, handpicked by our Master Whisky Maker from less than 1% of the casks maturing at The Macallan Distillery. Sip neat or add a drop or two of water to open the flavor and aromas. Enjoy! ",Macallan,Scotland,NA,Scotch,Single Malt,"{'review_1': {'review_desc': '    Good, but   ', 'review_cont': "" Received this as a Christmas gift along with a couple of other The Macallan and was expecting to be wowed, but was a little disappointed. This is a signature The Macallan with all the spiciness and oils from the sherry casks Macallan is known for. The palate is complex with dried fruits and spices, and really opens up with a couple splashes of water. Since this was a gift, it's not a bottle that I would have purchased myself because of the price. Now that I've tried it, there are better bottles of The Macallan for much less money. The bottle itself will make a nice decanter to use for the Special Edition No. 3 or 17 year Fine Oak that are much better tasting that the Rare Cask. "", 'review_scor': '4'}}"
1146,Macallan V5 Reflexion,1399.99,750ml,-1, Rich . Oak . Sherry . Balanced ,-1," Highlands, Scotland - Part of The Macallan's decanter series, Reflexion follows on from the success of M. Matured in first-fill sherry hogsheads - both American and Spanish oak - this shows excellent balance between citrus zest, sultana and spicy flavors. ",Macallan,Scotland,NA,Scotch,Single Malt,No Reviews
1147,MacCay & Scott 12 Yr Blended Scotch Whisky,21.99,750ml,-1, Medium . Caramel . Smoke . Balanced ,-1," Scotland- ""Carmelized vanilla and dark roasted nutty tanins on the pallet. Smooth with delicate fruity notes on the finish. A fireside blend - great for sipping or on the rocks."" ",MacCay & Scott,Scotland,NA,Scotch,Blended Scotch,No Reviews
1148,MacCay & Scott 3 Yr Blended Scotch Whisky,15.99,750ml,4.0, Medium . Vanilla . Nut . Caramel . Complex ,-1," Scotland- a subtle yet rich blend of fine malt and grain whiskies from Speyside and Highland regions. Vanila and baking scents on the nose, mellow taste and sweet richness on the finish. Perfect on the rocks or mixed in a Rob-roy. Silver Medal SF Spirits Competition ",MacCay & Scott,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': '    Pleasant Surprise   ', 'review_cont': "" Don't overlook this fine and tasty scotch. While the taste, like Miles Davis' trumpet, is often muted, often subtle, you know straight up you're in the midst of quality. Leaves a great aftertaste and never bites during subsequent hours. "", 'review_scor': '4'}}"
1149,Mackinlay's Shackleton Malt,179.99,750ml,5.0, ,-1," Highlands, Scotland - Delicate aromas of crushed apple, pear & fresh pineapple with notes of oak shavings, smoke and hints of buttery vanilla, creamy caramel & nutmeg. On the palate; a tantalizing array of flavors that is both harmonious and exhilarating. ",Mackinlay's,Scotland,Highland,Scotch,Single Malt,
1150,MacQueens 12 Year Blended Scotch Whisky,21.99,750ml,5.0, Rich . Vanilla . Smoke . Long ,93, Scotland- MacQueen's uses a large amount on malt whisky in its blends to ensure rich flavor and complexity. The 12 year has sweet powder suger and fruit notes with barley and citrus developing in the finish. 2016 International Spirits Challenge - Gold Medal Winner ,MacQueens,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': ""    First bottle of Scotch I've ever purchased   "", 'review_cont': ' I have never had Scotch before, but on a whim when I was buying some tequila I bought one of those mini-bottles of Johnny Walker black-label scotch because scotch was something I was always interested to try.  I didn\'t particularly like it (WAY to smoky for me) but I kinda liked some aspects of it and I liked how I felt after I drank it.  I trust my intuition so when I went back to Total Wine I saw this guy here and was like ""this is the one"" and I have to tell you I really like it.  It tastes smoky, but it doesn\'t taste like liquid charcoal like the Johnny Walker did...other than that, it tastes pretty smooth and somewhat toffee-ish.  Definitely a good drink at a fair price.  If you\'re looking for a good Scotch introduction and you don\'t wanna break the bank, I think this is a nice choice. ', 'review_scor': '5'}}"
1151,MacQueens 15 Year Blended Scotch Whisky,24.99,750ml,4.0, Medium . Spice . Cedar . Smoke . Balanced ,-1," Scotland- MacQueen's uses a large amount of malt whisky in its blends to ensure rich flavor and complexity. The 15 year is complex with vanilla, oak, and cedar flavors with fruity aromas and a spicy character. 2016 International Spirits Challenge - Silver Medal Winner ",MacQueens,Scotland,NA,Scotch,Blended Scotch,
1152,MacQueens 26 Year Blended Scotch Whisky,99.99,750ml,3.0, Intense . Dried Fruit . Spice . Complex ,-1, Scotland- The 26 year is a robust blend with oak and spice notes that are surrounded with cereal grain flavors and a floral sweetness that pushes through before a complex finish. 2016 International Spirits Challenge - Gold Medal Winner ,MacQueens,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': '    Expensive blend including grain whiskey.  Beware   ', 'review_cont': ' Received as a gift.  Somewhat harsh due to grain whisky content.  Famous Grouse is superior at 20% of the price.  My gift giver was totally up sold by Total Wines salesperson.  Could find literally no tasting/rating references to this distiller on any google search.  Beware sketchy brands like this!! ', 'review_scor': '1'}}"
1153,MacQueens 3 Year Blended Scotch Whisky,12.99,750ml,4.0, Light . Caramel . Smoke . Balanced ,89, Scotland- MacQueen's uses a large amount of malt whisky in its blends to ensure rich flavor and complexity. The 3 year is a sharp and simple blend with vanilla and faint oak notes with some fruit and baking spice towards the back. 2016 International Spirits Challenge - Silver Medal ,MacQueens,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': '    Great for the money !   ', 'review_cont': ' I\'d very much disagree with the ""Meh"" review... Please, anyone out there mixing Cola with scotch...stop immediately and save the scotch for someone who likes scotch !!\nI\'m a scotch lover, but can\'t really justify/afford to spend much real money on aged single malts very often. I thought I would give this a go, given the affordability, not expecting much. I was pleasantly surprised ! \nI can think of at least 3 or 4 single malts and blends  in the $25-30 range that I\'ve been pretty bored or disappointed with. In a ""blind"" taste test I would probably put this scotch in the $25-$30 range, and would say you certainly get a little more than you payed for as far as flavor. Another drinkable dram from Spirits Direct. ', 'review_scor': '5'}}"
1154,MacQueens 32 Year Blended Scotch Whiskey,129.99,750ml,5.0, Intense . Dried Fruit . Cedar . Complex ,-1, Scotland- MacQueen's uses a large amount of malt whisky in its blends to ensure rich flavor and complexity. The 32 year is the flagship of the MacQueens brand. Its rich and intense with oak and spice notes give way to fully developed floral and fruit flavors. A rare and fine expression. ,MacQueens,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': '    Wow, very surprised   ', 'review_cont': ' Walked into Total Wine looking to buy a bottle of Blue Label, This MacQueens sitting right next to it caught my eye.... opening the bottle first scent had me worried, nothing special, first taste had me thankful of my purchase. wonderfully smooth, smokey flavour...a sin to add ice. I may have found one of my favourite yes, affordable bottles of Scotch. ', 'review_scor': '5'}}"
1155,MacQueens 8 Year Blended Scotch Whisky,16.99,750ml,4.0, Medium . Vanilla . Spice . Mild ,92," Scotland- MacQueen's uses a large amount of malt whisky in its blends to ensure rich flavor and complexity. The 8 year is more fruity and delicate than the 3 year with budding floral notes and light sweetness. 2018 Wine Enthusiast ""Best Buy"" ",MacQueens,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': '    Great on the rocks   ', 'review_cont': ' I really enjoy this on the rocks. I have been looking for an affordable daily drinker and this one is working nicely. Pleasant fruit/vanilla after taste. ', 'review_scor': '5'}}"
1156,Mannochmore Speyside 25 Yr,379.99,750ml,5.0, Delicate . Toffee . Coffee . Mild ,-1," Speyside, Scotland- Nose is fruity to start, with candied orange peel and red apple emerging from fruitcake layers. The palate is hot and sweet with vanilla toffee, creamy coffee and burnt orange peel with an oaky dryness. The finish is medium and firm with a faintly smoky warmth. ",Mannochmore,Scotland,Speyside,Scotch,Single Malt,
1157,Mars Whisky Iwai,27.99,750ml,2.5, ,-1," Japan - Japan's highest distillery at 800 meters in Miyata village in Nagano Prefecture, situated between the north and south Alps of Japan. Mars Shinshu distillery was founded in 1985 by Hombo Shuzo Ltd. The tasting notes are sweet with fruit flavors like pear, and quince. ",Mars,Japan,NA,Scotch,Single Malt,"{'review_1': {'review_desc': '    I like it.   ', 'review_cont': "" Been drinking this for a month now, and it's really been my go to.Sweet brown sugar, almost toffee-like. I like it as a 'desert' whisky.I'm not super fluent in picking out scents, but I will say it's just sweet and a little bit of alcohol-y. "", 'review_scor': '4'}}"
1158,Mars Whisky Iwai Rindo,174.99,750ml,-1, Light . Pear . Vanilla . Mild ,-1," Japan- The Mars Komagatake Rindo Single Malt is first in the Nature of Shinchu Series from Mars. Named after a summer blossom ""Rindo"" from the Nagano Alps surrounding the distillery. It is a blend of old and new single malt from 80's 90's and 2011 from varying casks. ",Mars,Japan,NA,Scotch,Single Malt,No Reviews
1159,Mars Whisky Iwai Tradition,44.99,750ml,-1, ,-1," Japan - Japan's highest distillery at 800 meters in Miyata village in Nagano Prefecture, situated between the north and south Alps of Japan. Mars Shinshu distillery was founded in 1985 by Hombo Shuzo Ltd. Tasting notes of ripe cherry, honey toffee with a beautiful ginger spice. ",Mars,Japan,NA,Scotch,Single Malt,No Reviews
1160,Marshal Scotch,14.79,750ml,-1, ,-1," Scotland- Blend of premium malted scotch and grain whiskey. Rich aroma of warm toffee leads to a smooth, buttery palate entry with vanilla notes and baking spices in the finish. Enjoy on the rocks. ",Marshal,Scotland,NA,Scotch,Blended Scotch,No Reviews
1161,McClelland's Highland,27.99,750ml,4.3, Rich . Spice . Peat . Balanced ,-1," Highlands, Scotland- Specially chosen to highlight this area’s unique flavors in scotch making. Produced at the Glen Garioch distillery. Malt with a dry peatd nose and hints of cinnamon and hazelnut. ",McClelland's,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Strong peat but no smoke   ', 'review_cont': "" This has a strong sharp peat flavor, with no sweetness and no smoke whatsoever.  Disappointed.  I am not an expert on scotch but I know I've had several others I like alot better. "", 'review_scor': '3'}}"
1162,McClelland's Islay,19.99,750ml,3.4, Intense . Peat . Oak . Vanilla . Long ,-1," Islay, Scotland- Specially chosen to highlight this area’s unique flavors in scotch making. Produced at the Bowmore distillery. Firm and Robust. With plenty of sea air, peat and oak. Has just a small trace of vanilla and lemon for roundness. ",McClelland's,Scotland,Islay & Islands,Scotch,Single Malt,"{'review_1': {'review_desc': '    Bad Whiskey   ', 'review_cont': "" Maybe my bottle was off, but this should not have better review ratings than the Shieldaig Islay.\nI have thought seriously about attempting to return it I find it undrinkable. I am no Scotch snob. I regularly enjoy Teacher's blend or Monkey Shoulder. I am not new to peat, Laphroaig 10 is among my favorites. This is going down the sink. "", 'review_scor': '1'}}"
1163,McClelland's Lowland,25.99,750ml,4.0, Delicate . Fruit . Herbal . Mild ,-1," Lowlands, Scotland- Specially chosen to highlight this area’s unique flavors in scotch making. Produced at the Auchentoshan distillery. Fruity and flowery with oak and caramel with a clean taste and no peat. ",McClelland's,Scotland,Lowland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Do yourself a favor - buy the Auchentoshan Classic.   ', 'review_cont': ' If you want to try Auchentoshan, please just pass this one over and buy the Auchentoshan Classic. You will thank me.This is really foul as far as single malts go. It has the weirdest flavor that I can\'t quite describe. I like Auchentoshan, but it really pays to get the distillery bottling labeled ""Classic,"" which is their entry-level bottling, rather than this poorly executed independent bottling. I\'m not sure what McClelland\'s did to ruin this whisky, but they succeeded.Tastes like it has been aged about 5 or 6 years and has a mostly sour lemon and sickly sweet, corn-syrupy flavor, followed by some weird, almost rancid flavor that I can\'t describe. In my opinion, most malt whisky shouldn\'t be drunk before 8 years as a single or blended (vatted) malt, but young malt is okay in a blend. This one would definitely gain quite a bit from a few more years in the cask. I tend to be able to appreciate a wide variety of flavors, whether the spirit is cheap or expensive, but this one strikes me as foul. I plan on blending it with some grain-heavy blended whisky and aging it in a small, 2 Liter oak cask, to see if that helps.I also made the mistake of buying the McClelland\'s Islay (a young Bowmore) rather than just going straight for the Bowmore Legend. It is better than the Lowland, but still bad. My advice is to go straight ahead and purchase the entry-level distillery bottlings over this garbage. I can\'t even drink McClelland\'s Lowland on a heap of ice without wishing it were even a cheap blend.I don\'t mean to be harsh with my review, as I usually am not, but sometimes you just get a bad one. This whisky is ""shisky,"" for those of you who can guess as to what that means. ', 'review_scor': '2'}}"
1164,McClelland's Speyside,26.99,750ml,-1, Rich . Malt . Butterscotch . Balanced ,-1," Speyside, Scotland- Scents of butterscotch and malted barley, common in Speyside single malts, greet you. Texture is creamy and goes nicely with the sweetness of this zesty drink. ",McClelland's,Scotland,Speyside,Scotch,Single Malt,No Reviews
1165,McIvor 12Yr Scotch,22.49,750ml,-1, ,-1," Scotland- A superb 12 Year Old blend with a nice aged wood aged character. Creme brulee, raisin, and toasted coconut aroma. A smooth entry that leads to a delicate palate of vanilla, dried fruit, and sweet brown spice. ",McIvor,Scotland,NA,Scotch,Blended Scotch,No Reviews
1166,McIvor 17Yr Scotch,53.99,750ml,-1, ,-1," Scotland- A bold aroma of butter roasted nuts, malted chocolate, and mossy marsh reeds lead to a soft, smooth entry to a medium body with pepper, buttercream, and nutty accents. Enjoy on the rocks! ",McIvor,Scotland,NA,Scotch,Blended Scotch,No Reviews
